,sarcasm,sentiment,dialect,cleaned_tweet
2678,False,NEU,msa,يان جمهور طالب بام رد حاسم حوثي
2679,False,POS,egypt,حمل له حل نصح قت طفش فك ازم
2680,False,NEU,egypt,وبر مش قادر ستخدم وبر يقول مك طلب وبر نت رحل ان خر طلب
2681,True,NEG,msa,ياجدع حد تأكد كاون مبار بغيل إتهكر إتسرق راجل ده قرب يبأ دواس ويتر تان ههههههههههه خرب يت مبار ياب وووق هاتتبهدل
2682,False,NEU,msa,طقسالعرب نصائح حما شر طفل رد شتاء معلوم مقدم صح طق
2683,False,NEU,msa,استمرار قصف حلب اشنطن حذر أمم متحد مصدوم
2684,False,NEU,msa,طقس عربهذه مناطق مرجح ساقط ثلوج على أثن
2685,False,POS,gulf,بو جس وش إبداع صياغ مشاعر غطي جس يبر
2686,False,POS,msa,قريب حل يس ضيف عمر ديب رنامج ليومجمع أكد فنان أكثر مبيع شرق أوسط
2687,False,NEU,msa,حث تاب
2688,True,NEG,msa,ردوغا نت عبار نابح علم ان عراق عظيم مثل مهزوز عباد نم مثل سيد مقتدى صدر
2689,False,POS,msa,رب إن مس ضر أنت رحم راحم
2690,False,NEU,egypt,صل جوجل محول لى شتغل جهز بكسل بكسل تقن
2691,True,NEG,gulf,ناس مؤمن سحر ازم وضحل ان هار وتر مو لم ثائق
2692,False,NEU,msa,برنامج حلق امل
2693,False,NEU,msa,خبار رشلون يوم لاعب تعرض إصاب رشلون
2694,False,NEU,msa,ارمل سور اربعين عول ولاد بحث زوج
2695,False,NEG,msa,نتخب شفيق ضرور ول فلول بساط شتر ستفاد ساد مبار مك ثور ان تحالف مع ان قام ضد
2696,False,NEG,msa,بام قف فيتو ضد قان جاست مسيس هناك عواقب خيم شريع رئيس أمريك ارا بام قف كو
2697,False,NEU,msa,اصاب جندي روسي حادث طائر سيبيري شرق
2698,False,POS,msa,فتخر لغ اليومالعالميللغةالعربية
2699,False,NEU,msa,حماس منع شرائح هواتف محمول اسرائيل ديو
2700,False,NEU,msa,مفاجأ مبارا مدريد مجاناقناة إيطال قمر هوتبيرد ردد عمود
2701,False,NEU,msa,ناشط سياس محمد ؤادليبي حاج خطو عمل مجتمع دول مساعد خروج زم حال
2702,True,NEU,egypt,ول صحي قي ان ابا عمل سب عملتل لو
2703,False,NEU,msa,تحكم مرور حرك مرور ثيف اوتوستراد زوق مكايل اتجا مفرق غزير صول لى ازينو بنا عوائق
2704,False,NEG,egypt,لي دع حكا دعم يان قو مسلحه دي عاوز قعد ور رفع ازهر كنيسه شو مؤسس متوسط ذكاء دخل ليله عدم تأييد ختيار متاح
2705,False,NEG,egypt,رياض حجاب روسي متمسك موقف شار ظام أسد جريم قتل شعب سور
2706,False,NEU,msa,غوتش طلق مجموع جديد أزياء رجال جديد
2707,False,POS,egypt,برادع قال على رموز مصر لي قف مع زبالي سيس قال عام شعب نتو ور عنيناعلشان ده سأنتخبالسيسي حي
2708,False,NEG,msa,عترف تفتخرافضحك غوغل لاس او
2709,True,NEG,gulf,حق يالمولد شوف ميس نص
2710,False,NEG,egypt,يالل يارب اثن لى ال شوف فوز دائر ثالثه رابعه مجلسالامة
2711,False,NEU,gulf,محد نا درس ماذالوالمدارسمختلطه
2712,False,NEU,msa,دء عرض صفح مسرع تائج حث جوجل شكل عامالاخبارالتقنية
2713,False,NEG,egypt,عبد جليل شرنوب ذب محمد مرس ذب شوف ده مي لي يه سوابق كذب إخلاف وعود حكم راح
2714,False,NEU,msa,اشنطن ستع إعلان سب تصد دعا تنظيم المتطرفة⁰إرفعصوتك إرهاب⁰
2715,False,POS,egypt,عندم نظر عي شعرأنسى نن شخص يائس إن مغرم وله متيم تلك دعى ميريامفارس عشق مير
2716,True,NEG,msa,روسي قاتل واشنطن كاذبه
2717,True,NEG,msa,حق على داعش كره ان رب هبل نت حرگت رب
2718,True,NEG,msa,إقال بيب سباعى طب شرعى عي إحس ميل جورج دلا لى مزبل تاريخ شكر
2719,False,NEG,egypt,مافهش صي ميس هو ارجن علي طلاق كل جوم على ابيض
2720,False,NEU,msa,ستبقيحلبحره اذن له
2721,False,POS,levant,حلى ضحك عالم كارمنسليمان ارمن محبوبةالعرب اربايدول بوم خبار خبار
2722,True,NEG,egypt,نشالل اق نفس تي وك جم وم
2723,False,NEG,msa,دي قلق سبب إبداء قلق مستمر متأكد أن تم شكيل مجموع جا قوم دراس وضع راهن إيجاد حلول
2724,False,NEG,egypt,محمودسعد علام قذر اذاع ديو خيان حمد قال سمع جيد لم علق ان علام فاق
2725,False,NEU,msa,وسف سون دونالد ترامب هيلار لينتون حض انتخاب
2726,True,NEG,egypt,زاع فلوليه
2727,False,POS,egypt,حشيش حل مفيش لام هوالل
2728,False,POS,gulf,مدريد له حش موترغم ان قادم صعبال ني عد ايام دقايقل شوف
2729,False,NEU,msa,حال شاور مستمر حول خطو قادم جل وافق طنى حكوم انقاذ سيد حمد صباح ود برادع
2730,False,NEU,msa,عام موت جمع شمل استرو غيفار
2731,False,NEU,egypt,جيل وسط شغل سئل مشكل عصر احث حقيق
2732,False,NEG,egypt,قدم دليل ان هيلار لنتون طرح رة تصف رجل سبب تسريب قوم
2733,False,POS,msa,جماع هند ناصر دونالد ترامب احتفل عيد ميلاد ال شهر قدم كعك متمن فوز إنتخاب
2734,False,POS,egypt,إستمتع أسعدت كالعادهوأبدا نكتف ساع لقاء عايز كتر دائم نتعلم من
2735,False,NEU,msa,الأممالمتحدة نتظر موافق موسك دمشق هدن حلب حلول جار
2736,False,NEG,msa,الارهابصناعهامريكيهلاسعوديه قانونجاستامحمد مل تكلم مذكر هيلارى لنتون
2737,False,POS,msa,ضر له جه مرئ قرأ وع معرضالكويتالدوليللكتاب
2738,False,POS,msa,جن مر
2739,True,NEG,magreb,اوادم طرابلس خسر لد فق شيئ نو عيل تداول سياس ماض ربح
2740,False,NEG,msa,حروب صليب تى ارتكب بشع جرائم اسم مسيح جعل عادى مسيحي عالم عادى أفعال سيئ عادى ديان
2741,False,POS,msa,جمهور سلام عين مرسى سلام حضنكوموطئ جن مبسم مذهل
2742,False,NEU,msa,نشط اسم سبع هاد مشنوق كو عراب تقارب حزب له سط حزب مستقبل
2743,True,NEG,msa,ير ولد شيخ جه عمل واحدةاليمن عدو
2744,False,POS,egypt,ههههههههههه نا ام بن مستقبل نفتح كونت
2745,False,NEU,msa,جماع شيرينغ قنو ناقل مبارا مدريد لوب مريك خميس ال وقيت جزائر
2746,False,NEG,msa,شعر ألم شديد عيش وضى خلاق نحطاط مبادئ قيم صدم نا عتقد أن صدق علماء دعا
2747,False,NEG,gulf,له شتق فاض شوق زل وعد قطع عتزال مشاهد تنس حي عود روجر درر
2748,False,NEG,egypt,وم نكس ثورةيناير بنا ميد روح مش يار نا سمع لام شيخ حازم اناحازم مرسىرئيسى
2749,False,NEG,egypt,ناس لي تكدب محتاج درك حقيق ان زمن تغير قي عصر ثور اتصال معلوم مافيشحاجةبتستخبى
2750,False,POS,msa,قطر رفض سليم شخص قياد إخو مسلم جمل تهم عظم موقف شكر
2751,False,NEU,msa,دكتور نا دي عائل شخص مصاب قصور لو سبب مثان ريد جراء عمل خارج اي رنس او ماني ممكن
2752,True,NEG,msa,طبرس طابق مفيد في جود المحسنالصرخييغردولايةالفقيهولايةالطاغوتحادثهالداراثارهعواطفوجهل
2753,False,NEU,levant,جبرانتويني ماتاشتقنالك
2754,False,NEU,egypt,نا مؤدب مؤدب قليل دب قليل دب ماعند مشكل حد بد
2755,True,NEU,levant,عني موافق أن دمشق صاير موسك
2756,True,NEG,levant,كويت متبرع حق بنا يش عش عالج نازح سوري لي مصاب سرطان شل بنا حكم حزب له ههههههههههه
2757,False,NEU,msa,الاتحادالأوروبي مدد تر عقوب اقتصاد مفروض روسي شهر إضاف
2758,False,NEU,msa,حليل مبارا قلم جح فراعن فوز كونجو اقتباس رشلون
2759,True,NEG,levant,فو يابوفهد قول حنارجال جيب رأس شار رأس وتن وبغيتهح رجال يا طلب دك الميادينتحيه ربوع الحدالجنوبي
2760,False,NEU,msa,ضع دونالدترامب نفس ضع غريب خلال مناظر رئاس ثان منافس هيلاريكلينتون عندم صر تسلل شكل مر
2761,False,NEU,msa,سليم جوائز مسجل ياخ
2762,False,NEG,msa,رحم له شيخ جليل نادرالعمراني مي عام هيئ علماء بي اغتال يد غدر آثمة لهم قبل
2763,False,NEG,egypt,قال عن ظيف سياسه قبل إهي قعد يت طالع لام هار وتر
2764,False,NEG,egypt,محامى متهم فى تفجير دهب مت أسم عادل حبار ذى اتهم داخل تنفيذ مذبح جنود فى ناء دول يكدبوا فى كدب
2765,False,NEU,msa,خلال مناظر رئاس ميلانياترامب تألق تصميم اهظ غوتش مشاهير
2766,False,NEG,egypt,يتخيل نفس يه ورم ازار يطير زي سوبر ما ابس شميز ولو وكسر خضر ليزر ترول ابس نضار هار وتر لأ
2767,False,POS,msa,عرف واضع نب صلى له سلم كلامجميييل دو
2768,False,NEG,msa,يرا راس حرب تخريب سوري عراق يمن هي مسؤول سريب سموم مذهب لى مجتمعا هديد حد عيش
2769,False,NEU,msa,بي نغاز قبض شخاص مروج ممنوع اخبارليبياالان بي
2770,False,POS,msa,طالب زار خارج مصر تدخل ور حما مواطن مصر حمد جيزاو نته زم إهان مصر خارج رام مصر عتبار
2771,False,NEU,msa,رئيس أميرك باراكأوباما رحب فرق الأولمبياد بيت أبيض
2772,False,NEU,msa,قضاي ابتزاز سعود سبب مقاطع صور بن جوف دوم قر سكاك سكاكاال
2773,False,NEU,msa,زراء خارج دول ناتو لتق عاصم بلجيك روكسل بحث ملف مقدم روسي ملف لاجئ را
2774,False,POS,levant,صهر جديد ريك مار عل خطوب رسام سويد سور يوسفاذ دكن رفاه بن
2775,False,NEU,msa,بروباجندا الجيشالسوري عتزم حرير حلب نصيب ترامبرسمياالتفاصيل رابط تال
2776,False,NEU,msa,عبر خارج أميرك قلق حيال تقارير تحدث لد قدس زمع سير خط ناء حد سكن قدس شرق
2777,True,NEG,egypt,قحب دعار سالب متزوج زبكبير عراق رباط سط جد
2778,False,POS,levant,حد نظار عيو هار وتر زبط غر متل قص شعر صبغ سود وااااااال
2779,True,NEG,msa,سط راشق إردوغ عباد عرف حجم
2780,False,NEU,egypt,عاصم أموي طاع لطم شيع غزو جسدهاتقرير ناصر عدن رين سوري إير حزبالل
2781,False,NEU,msa,رنامج امريك عرب حلقه امل
2782,False,NEU,msa,إير جن عظم قرار سعود ارسال قو سوري
2783,False,NEU,msa,قص لادسليم قذاذف والقردليبيااسألأكثر
2784,False,NEG,msa,حدثف صعود يم متطرف عالم روز مملك دول عظم أمم متحده شار قتل شعوب شر كولر عالم
2785,False,NEU,egypt,لانشيت رتد غوتش سدل سبوع اريس ستار انت زياء شن
2786,False,NEG,egypt,ثر يوتيوب يوتيوبر نشر وق تحد كل له شباب ال معنى رنامج وع ثقاف معلوم يديوه نا ذهب لى مك عمل ذاو ماشاب
2787,False,NEU,msa,مت معافى المجاهرينكممرهافطرتفيرمضان
2788,False,NEG,levant,صل قاسم شايف حزب له قو صرماي رد عنتر سوري بنا
2789,False,NEG,msa,صبح يم كارداشي حديث ناس إيما قاتل خف على ته مؤمن خاشع
2790,False,NEU,msa,رئيس مهرجانالقاهرةالسينمائي كشف مفاجأ حضور سماالمصري حفل افتتاح
2791,False,NEU,msa,افروف اشنطن سحب قتراح ير حول حلب سياسيسيريانيوز مزيد أخبار
2792,False,NEU,msa,شاهد صور لي عهد محمد بن نايف صافح بام ثير ضج ويتر
2793,False,NEU,msa,اتجاه بام صل لى إسرائيل مشارك دفن يريس اتجاه رس اتوصل رئيس أمريك ارا بام وز
2794,False,NEU,msa,هزيم يم متطرف انتخاب نمس بدو موض يم ستمر وروب
2795,False,NEU,msa,بي عاجل يدبكاكو مراسل قنا سب صل ظهر يوم فد مجلس عي
2796,False,NEU,msa,روح تاهاصاب عشق عبد رحمن محمد مغرم نا يك مرو خور سلم على روب على ال شر عكسرام عياش
2797,False,POS,gulf,وم كل محبه قصر غدر جي عمر ماج تقزير
2798,True,NEG,egypt,سم ابدي يندوز سكشن
2799,True,NEU,gulf,حل له عي حزب ابس ورد بي بثر زدرصيد
2800,False,NEU,msa,طبيق شريع
2801,False,POS,msa,رام عياش
2802,False,NEU,msa,عزاء ساحر محمودعبدالعزيز وافد عدد بير فنان رأس زعيم عادلإمام
2803,False,NEU,msa,ماذ تغيب يلىعلو مهرجانالقاهرةالسينمائي
2804,False,NEG,msa,أرجن ساو شىء دون حس اعب مجر ونيل ميس
2805,True,NEG,egypt,سويرس ممدوح حمز جه بياد احد ون قلب سود
2806,False,NEU,msa,قف اقتتال سور حل سياسيمركز حرم دراس المعاصرةمقالات بديل
2807,False,POS,msa,أيفونالبروفيسورسبحان له وبحمدهسبحان له عظيم
2808,False,NEU,msa,مشاهير ارا بام لتقي يوناردو دي ابريو شهر قادم عل بيت أبيض رئيس أمريك ارا با
2809,True,NEG,egypt,متهم إزدراء أدي تحفظ شديد سبب إتهام ياخد حبس كل قتل شهداء نعم براء عدال عدل
2810,False,NEU,msa,قاوم نت شوك حلق تن رهب دباب عزل سك جن
2811,False,POS,msa,له غلب مشيئ مشيئ لهاوغلب قضاؤ حيل لهايسر عسيرول جعل حزن مك قلوبناوإن ضاق أحوال وم فرج رحم
2812,False,NEU,gulf,اسلام دي رحم إكرام نفس لم أمر هذه أفعال ايفعل مجنونشركالرافضهفيعاشورا
2813,True,NEG,levant,جديد ترك زعماء عالم قلت لم مير قطر داع استرو نو جار استرو كبر قطر عد شو جاب حمد كاسترو
2814,False,NEG,msa,نا منبوذ
2815,False,NEU,egypt,لد جيك لى داخل حمدر وم سليم توكيل حدم
2816,False,NEG,msa,شركالرافضهفيعاشورا رق نور ظلام عباده شرك لهم حمد شكر طر اسلام
2817,False,NEU,egypt,إعلام محمدالغيطي السعود حن حضن بتاعكمشاهد فيديو عبر
2818,False,NEU,msa,شرق الأوسطإجتماع ثلاث رك روس ير موسك حول حلب بحث دء مفاوض سور
2819,False,POS,msa,كاسير ميس اعب رائع جد قد جئ شخص نه مثال تواضع
2820,False,NEU,msa,شعب مصر الف اع شجاع خدع اعلام شعب جمال عبد ناصر ذى خدع هيكل علام
2821,False,NEU,msa,مردخ حمل حماس مسؤول تصعيد قرب سياج غز
2822,False,NEG,msa,حرير إير رأس حرب تخريب سوري عراق يمن يمن
2823,False,NEU,msa,روا متضارب متناقض حول حداث طريق نصر حل حقيق عادل مستقل شفاف استجلاء حقيق جب ان فلت جرم عقاب موقع
2824,True,NEG,msa,حضيف جب رتوت تغريد تهم ملك عبدالل إرهاب قوم حذف رتوي ارهاب
2825,False,POS,egypt,محن خر رح الاهليالافريقي
2826,False,NEU,msa,يمن تايو طالب جوجل آبل حذف طبيق بر إجبار دفع ضرائب
2827,False,NEG,egypt,تحييش علمطب ريح كتب دستور يه إنت تشتغلو قى السادةالمحترمون
2828,False,NEG,msa,نقلاب ضد اسلام غلق قنو إسلام فتح قنو إباح جد صفق هتف سيس
2829,True,NEG,msa,نادق سعود عاير شقق ركي يش روح جبه طيب نتم قرب شوف جبه عد صدق
2830,False,NEU,egypt,استمرار تعزيز عسكر وصول محيط موصل حرير داعش ولايةالفلوجة
2831,False,NEU,msa,قال شيخ إسلام بن تيم رحم له تأمل نفع دعاء سؤال له عون مرض وتر حب له من
2832,True,NEG,msa,سيناري إصطناع أخطاء تحكيم أن جزء لعب سيناري شل مهن عصاب رفقابعقولنا ياجماع حز الإتحادالنهضه
2833,False,POS,egypt,سن نت طيب ابيتانو بير بنى له ول ظهر سن مش هنس ماتش لي عملت قدام مدريد وبر جوارديولا
2834,False,POS,msa,صبح حب سلام ناديننسيبنجيم فيبيتناضيف
2835,False,NEU,msa,مصرالعربية عاجل إبطال مفعول عبوةناسفة شمالسيناء
2836,False,POS,msa,قسم شهيد نائب جبر وي ذكرى نطلاق ثور أرز فاءلجبر دفاع بنا عظيم
2837,False,NEU,egypt,ركي نفى إبرام صفق سر موسك حول سوري
2838,False,NEU,msa,أهل ولي هائي طول سترالي مفتوح سن غلب مصنف أول روج درر فاز نهائ جو يلفرد سونج
2839,False,POS,msa,ركي عمل دول جاهد فريغ لف عالم بحث علم وصول لى عام إشراف مباشر ردوغا دقق تصن
2840,True,NEG,msa,مجتمع دول عرف عيب مجتمع قمام قاذور
2841,False,NEU,levant,دع رب عن هواگ زول يس
2842,False,POS,msa,شكر شيء ننتظر ين شهر شوف ألبوم
2843,False,NEU,msa,مدرب مقاص حمد شيخ عود أهلى
2844,False,NEU,msa,ول مرة شقيق يونس تصدر قائم يلبورد أميرك
2845,False,NEU,msa,مطلوب موظف رد رسائل عيد كو حاصل شهاد شريع اسلام
2846,False,NEU,msa,ناتو زيد دريب قو عراق
2847,False,NEU,msa,ايف تطبيق خرج خصائص سر هاتف أندوريد
2848,True,NEG,msa,سرق تويته حط قول منى لي سرق من عدل تويته غير قط أقل بشر سقراط
2849,False,NEU,levant,طقسالعربفلسطينأمطار وم أحد الخليلطقسالعرب
2850,False,NEU,msa,عاجل ان ان طير تحالف يستهدف دباب حي روض على اف عز يمن دعس دعس
2851,False,POS,msa,ليليبيونسيه
2852,False,NEG,msa,مجلس أمن أمم متحد حتى جامع عرب عقد جتماع وا أو كو ضرب ضرب هرب هربدعبدالسميعالاحمد
2853,True,NEG,msa,دي فاضل علم جيد ان دحلانعميل ضاحيخلف لاب ضال طلق سياد
2854,False,NEU,egypt,ان مو دعو مجلس أمن دول قديم طلب رسم محكم جنائ دول بدء تحقيق شأن جرائم حرب
2855,False,NEU,msa,محويت جتماع موسع قبائل شجاف إعلان نفير عام التعبئةمستمرة يمن
2856,False,NEU,msa,طريق جيد عيش استرو من عقيل
2857,False,NEU,msa,موقف محترم حذر أمير خالد بن طلال بن عبد عزيز عض عائل مالك سعود إجاز خروج رئيس مرس
2858,False,POS,msa,شكر كاتبه جميله شاير عازم لام سناب روا انتظار ابداع سنه جايه معرض كتاب
2859,False,NEU,gulf,ازم ضح هالضحك سوفت يت
2860,False,NEU,msa,حزب له دخل آخر معارك حلب
2861,True,NEU,msa,سفاح قرن ال شار أسد قتل سوري شهاد أمم متحد
2862,False,NEG,egypt,حيط دائم شغل فضيحةالمحلة مرتضىسم ابلهفاهيتا لخ تغير زمن تغير له قنابل الدخانليطبخ رواق له غالب
2863,True,NEU,egypt,هناكمكاناسفلالجحيم كل يقعد دافع حد درج نه يحسس نه له مبيغلطش سيس مرسى اسم رهام يلانحفلعلياحمدادم
2864,False,POS,msa,عشاق سوبر ماري متوفر ان يباد يفو
2865,False,NEU,msa,رئيس حرير لتقي رئيس حزب كتائب سام جميل يت وسطلبن لواء
2866,False,NEG,msa,عرب صامت صمت مخجل قل خجل صم مجتمع الدوليللاسف مال خليج صبح شتري مذاهب طوائف قط صمت دول
2867,False,POS,egypt,مأسا عض عسكر حد مسؤول حكم المتظاهرينرفضوا مام حما مجهول جاح ثور ريب نظام سابق لي زوال
2868,True,NEG,msa,سع هي سع هي سا هاد يقلل مقطوع انترنت مقطوع اتصال ذا مقطوع ين يت نا غسال
2869,True,NEG,levant,حلب ثوار مخوزق وتن جيش كافر لن سقط هي مقبر فرس مجوس شيعه خنازير
2870,False,NEU,msa,منأنت حمد شيخ سط اجئ حقالعود الوطنالعربي قطر
2871,False,NEU,msa,هدأ لا حينم صبح گتف حدود طغيا گوول إتجاه
2872,True,NEG,msa,جنرال روس يرا حزب له ثرثر لايحارب عرب خليج مصر عراق بنا ويت دب قطر سعود عم
2873,False,NEG,msa,انفل أمن موجود نتيج ضعف أمن حد ضعف مؤسس دول راخ دى مرد سلطتهاالدولة خطر ابد إعاد سياس
2874,False,NEG,gulf,مادر سمع اغان حب صل يونس روق
2875,False,NEG,msa,حزز ني ختف رجع قول هالمر تش نفس ختف رجع ملي مر تشانيول سى نفس
2876,False,NEU,gulf,ديت شك في را بو عيال زوج صالح تمنى هدا سداد عش محد جي داعس
2877,True,NEG,egypt,ياري أهل حسام بدر شوف حمد شيخ يعمل عش حرام على له
2878,True,NEG,msa,زير كهرباء مضايق أنا رفع أسعار عدو أمام بحر خلف فيش إيد سلك عري ياحكوم ووووس إيديك لاش مسئول طلع قول صريح ده أسط حيح يتكلم حس من هات زراء متعلم
2879,True,NEG,egypt,مصر قع مجموع نار نار مصر ونس سنغال موزمبيق او جنوب سود حسنشح يرتعش يسحب قرعه
2880,False,NEU,msa,ختبار قياد سيار رئاس الوحشكاديلاك ترامب اشنطن مريك
2881,True,NEG,egypt,عمل رنامج سي شووو
2882,False,NEU,msa,رب نضج غيظ قلب منى موت طع مهدا من قف على شجر جوز هند محاول خراس ذكائ توقف عم
2883,False,NEU,egypt,مرس حي سويس باسل ور سعيد صامد هاقول هانيمك مغرب
2884,True,NEG,msa,لافروفقتل جرح طباء روس حلب عمل مخطط سابق
2885,False,NEU,msa,مجموع مميز إطلال جديد عطل عياد رأس سن شاهد خلال آخر حلق اشنتايم
2886,False,NEU,egypt,قال سياس مهلك شكل عام حور ياب خشن مش ريش عام غوص لقى غرقان كل شايل غنايم خفيف لي عام صلاحجاه
2887,False,NEG,egypt,خلاص لام خايف نفراد صيل سياس سلط نضم حزب نافس بذل جهد جاح حزب انتخاب مجلس شعب قادم فرص عل متاح
2888,False,NEU,gulf,حط صور حفل يونس مو نس
2889,False,POS,msa,رافق نائب اح صواغ مجموع نواب حلبووجدت سعود قي أخو صدق مشاعر عظم شعور مسؤول نص
2890,False,NEU,msa,عاجلسوريا اف مسلح عائل تم خراج احياء شرق مدين حلبادلب
2891,False,POS,msa,افضلطقملروجرفيدررككل طقم نافس ثانيبس اسود أبيض خاام بعد خام
2892,False,POS,msa,بي الرائداقتصاد بي واح نفط إنتاج جاوز رميل ومي
2893,False,POS,msa,مايكروسوفت يندوز سير طريق صحيح تمنى ستمر غير دأت
2894,False,NEU,msa,جس يبر
2895,False,NEU,msa,صين عذيب سج سوداء شف هيوم رايتس
2896,False,NEU,msa,رد وت وسع ناتو ناتو
2897,False,NEU,egypt,موقع سم لا شوتادخل غوغل لاق مبار عالم جود لي ريد
2898,False,NEU,msa,تل مستقبل تأخير عطل حقيق انطلاق قو عهدعقدت تل مستقبل نياب جتماع يت وسط
2899,False,NEU,gulf,ممتن ثريد ايسو نهم فتح نفس يو وكيمون مام حبيب بوكيم طيب ومي مذهلرائع شكر حصل
2900,True,NEG,msa,تجاهلتى رد عالناس نتى متكبر قليل ذوق رديتى بقى نتى ده دخلتى شقط زو ويتر
2901,False,NEU,msa,هتف ولاء حزبالل خامنئ الحسينتجديدالولاءياحسين ربلاء
2902,False,NEU,msa,طبيق رسام جديد قادم يندوز
2903,False,NEG,msa,مجلس أمن رفض مشروع قرار روس حول
2904,False,NEU,gulf,شكل ماتداوم ذا صيف عند بدأ أرتفاع درج حراره دريج شهر تحمل حد رمض
2905,False,NEU,msa,تهديد واجه دول حلف ناتو دول خليج عرب تهديد مشترك منطلق يرا ماذ تعاو ناتو
2906,False,NEU,msa,جعل طريق أخذ تج إذهب وجد طريق تر آثارك
2907,False,NEU,levant,ناد سيب جيم ضد نو تحرر حلب داعش شو قصد آخر وست نشرت
2908,False,POS,msa,لهم عز اسلام مسلم تكفييابوفهدنحتاجللهييه
2909,False,NEG,msa,إغلاق طريق درع رفع سعر يلو بندور دمشق ريف حقيق سبب علا وم وم ثور دلا
2910,False,NEU,msa,مرسىرئيسى مرسيرئيسي انتخبواالبرص انتخبواالعرص آمال
2911,False,NEG,msa,قد قام ثور ضحى اف مصري حي جل استعاد رام انس مصر داخل مصر خارج ين زير خارج ين عصام شرف
2912,False,NEU,egypt,قع قو نظام مين مدخل لد مع ريف حما تحول نصر مقتلةتقرير سليم عبد مولى سوري
2913,True,NEG,egypt,ذاهب راب صدع حن نا نضح على روس حبايب عرص سي
2914,False,NEU,egypt,حتفال حمد شيخ طريق انجليز
2915,False,POS,msa,حلم ان شيرس علن عضو جدد
2916,False,POS,gulf,عادلعليبنعليسعوديينيحبونك عش صوره يفو
2917,False,NEG,msa,ماذالوالمدارسمختلطهلاختلطت قيم مبادىء
2918,True,NEG,egypt,له يهود ثار ضد تقتيل مارس روسي شار إير مجوس عرب مبلط تلفز متاب
2919,False,POS,gulf,تكفييابوفهدنحتاجللهييهرحم له سدالسن امير نايف بن عبدالعزيز عز له اسلام مسلم ملك سلم
2920,False,NEU,msa,سعد ذكرى جبر وي عدال تحقق شتد طش انظم جريم
2921,False,NEU,msa,رام عياش يتكرم يتشار تجربت طلاب ال مشاهد فيديو املا
2922,False,NEU,msa,بين بين اوبام ست شخاص
2923,False,NEG,msa,لووووووووووووول نا طلت سك عش فولورز طلب ماتوقعت سب قدر ههههخلخخ
2924,False,NEU,msa,مندوب أمريك أمم متحد سامنث اور نظام سور كن دخل شرق حلب استعان قو روس روسي سوري
2925,True,NEG,egypt,إن تتريأ علي عش اقول تاخد حق ههههههههههههههههههههه أحييييييييييييييه صلص جيش يف ضهر
2926,False,NEG,egypt,تكلم نفس ناس كل قتل دي ضد وجد مبرر نت تقيس قيم رواج
2927,False,POS,msa,شاهرالمؤمنين عالم رياض رد نضم لى قائم هم علماء رياض عالمي فتخر علمائ مبر أردن رد
2928,False,NEU,msa,رياض كشف هو ضل اعب مبارا سعود امار قال صحيف رياض سعود ختبار اتحاد
2929,False,NEU,msa,بل فوز سامسونج
2930,False,NEU,msa,تجرب شراء مازو بريطان مقارن امريك قل لى نفس سلع
2931,False,NEG,msa,فيديو ماجدةخيرالله مهرجانالقاهرةالسينمائي مثل إضاف أي نا عالم مصر
2932,False,NEU,msa,صور جميل قر مهجور صينك هل عمل صيد الاسماكصور عالمالسياحة
2933,False,NEU,msa,رغم هيلار لنتون رويج مغرب سحب زامبي إعتراف الصحراءالغربية رئيس زامب ؤكد متان علاق
2934,False,POS,gulf,روح حب عبدالمجيد
2935,False,NEG,egypt,سى خلاااص هاتركع مر دى مصرلنتركع
2936,False,NEU,msa,بل خبر ستحق هاتف ال آيفو إس خدم استبدال بطار مج الولاياتالمتحدة
2937,False,POS,msa,مشاعر ختام بك تلويح أخير موجع لهم صلح قدار حال بقى رمض
2938,False,NEG,egypt,يع ميل طفش
2939,False,POS,msa,وات روح مع معيار مبادئ لهم رحم محمود دخل سيح جن
2940,False,NEG,levant,حزبالل فيلقالقدسيتحدث سط قتل عرب دمر حلب
2941,True,NEG,msa,يج قول زي راي مظلوم نصر عد قول نه مظلوم هاهاههااا عل ضحك شرير
2942,False,NEU,msa,يمن إعتراض صاروخ يست طلق حوثي اتجا مدين مأرب
2943,False,NEU,msa,الاتحادبرس شار أسد وقف قصف حلب غادر مسلح
2944,False,NEG,egypt,معتقد كثيرمن حكامالعرب ايتمنو عدم وز ترامب أن هيلاريكلنتون أفضلوإنماهي مك بتز وتمالئهملكن ترامب بتز فضح
2945,False,NEG,msa,حديث انتخاب ديمقراط كافؤ فرص فى غياب حر كو احزاب مجرد الاخطارخلال فتر انتقال غو استمرار فكر سلطوى
2946,False,NEU,msa,حقائق بل خطر ال
2947,False,NEU,msa,حصري سعود جب حكوم سودان جديد عمل حل أزم شرق سود
2948,True,NEG,msa,ممثل امريك روبرت دى نيرويصف مرشح رآسة دونالد ترامب شخص خنزير لب ارث ريد لكم جه
2949,False,NEG,msa,منظم كسفام السعوديةارتكبتمذبحة مدني صنعاء
2950,False,NEU,gulf,قول مدرب منتخبنالو خسر سعود ياب فز عراق نتعادل نقاط مم رغم ان سعود نحن
2951,False,NEU,msa,الولاياتالمتحدة عاجل كونغرس أمريك مدد عقوب إير وات خرى
2952,False,NEG,msa,ظلم ضح دخول عنيف على هد عنز له ياناد كويت افاول اكر نطر ين نكسر رجل اعب حكيم
